Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,NIV_EDUCA_esta,Poblacio
2011,01,04,21,5,4579
2011,01,04,21,6,361
2011,01,05,22,1,140
2011,01,05,22,2,351
2011,01,05,22,3,574
2011,01,05,22,4,947
2011,01,05,22,5,1212
2011,01,05,22,6,126
2011,01,05,23,1,529
2011,01,05,23,2,1448
2011,01,05,23,3,2610
2011,01,05,23,4,5306
2011,01,05,23,5,8814
2011,01,05,23,6,694
2011,01,05,24,1,164
2011,01,05,24,2,644
2011,01,05,24,3,1454
2011,01,05,24,4,3773
2011,01,05,24,5,6153
2011,01,05,24,6,532
2011,01,05,25,1,487
2011,01,05,25,2,2074
2011,01,05,25,3,2875
2011,01,05,25,4,6101
2011,01,05,25,5,9284
2011,01,05,25,6,662
2011,01,05,26,1,723
2011,01,05,26,2,2518
2011,01,05,26,3,4881
2011,01,05,26,4,11479
2011,01,05,26,5,17893
2011,01,05,26,6,1311
2011,01,05,27,1,537
2011,01,05,27,2,1823
2011,01,05,27,3,3551
2011,01,05,27,4,7050
2011,01,05,27,5,10743
2011,01,05,27,6,663
2011,01,06,28,1,599
2011,01,06,28,2,1647
2011,01,06,28,3,2524
2011,01,06,28,4,3665
2011,01,06,28,5,4498
2011,01,06,28,6,349
2011,01,06,29,1,416
2011,01,06,29,2,1000
2011,01,06,29,3,1383
2011,01,06,29,4,1702
2011,01,06,29,5,1587
2011,01,06,29,6,145
2011,01,06,30,1,517
2011,01,06,30,2,1340
2011,01,06,30,3,2180
2011,01,06,30,4,3191
2011,01,06,30,5,3949
2011,01,06,30,6,346
2011,01,06,31,1,2172
2011,01,06,31,2,6950
2011,01,06,31,3,7987
2011,01,06,31,4,11622
2011,01,06,31,5,15945
2011,01,06,31,6,876
2011,01,06,32,1,1296
2011,01,06,32,2,4175
2011,01,06,32,3,5683
2011,01,06,32,4,8250
2011,01,06,32,5,9992
2011,01,06,32,6,772
2011,01,07,33,1,1490
2011,01,07,33,2,3902
2011,01,07,33,3,5050
2011,01,07,33,4,6004
2011,01,07,33,5,5913
2011,01,07,33,6,601
2011,01,07,34,1,709
2011,01,07,34,2,1499
2011,01,07,34,3,1859
2011,01,07,34,4,1869
2011,01,07,34,5,1587
2011,01,07,34,6,243
2011,01,07,35,1,1978
2011,01,07,35,2,5505
2011,01,07,35,3,7134
2011,01,07,35,4,8316
2011,01,07,35,5,7387
2011,01,07,35,6,810
2011,01,07,36,1,485
2011,01,07,36,2,1206
2011,01,07,36,3,1863
2011,01,07,36,4,2116
2011,01,07,36,5,2111
2011,01,07,36,6,242
2011,01,07,37,1,4149
2011,01,07,37,2,6405
2011,01,07,37,3,8215
2011,01,07,37,4,5268
2011,01,07,37,5,2649
2011,01,07,37,6,906
2011,01,07,38,1,1253
2011,01,07,38,2,2325
2011,01,07,38,3,2814
2011,01,07,38,4,2176
2011,01,07,38,5,1269
2011,01,07,38,6,264
2011,01,07,39,1,727
2011,01,07,39,2,1396
2011,01,07,39,3,1518
2011,01,07,39,4,1325
2011,01,07,39,5,964
2011,01,07,39,6,167
2011,01,07,40,1,491
2011,01,07,40,2,949
2011,01,07,40,3,983
2011,01,07,40,4,1031
2011,01,07,40,5,934
2011,01,07,40,6,81
2011,01,07,41,1,294
2011,01,07,41,2,854
2011,01,07,41,3,1027
2011,01,07,41,4,1163
2011,01,07,41,5,1272
2011,01,07,41,6,141
2011,01,07,42,1,9
2011,01,07,42,2,76
2011,01,07,42,3,64
2011,01,07,42,4,25
2011,01,07,42,5,26
2011,01,07,42,6,12
2011,01,07,43,1,2426
2011,01,07,43,2,5434
2011,01,07,43,3,5548
2011,01,07,43,4,5693
2011,01,07,43,5,4395
2011,01,07,43,6,634
2011,01,08,44,1,1937
2011,01,08,44,2,4753
2011,01,08,44,3,5504
2011,01,08,44,4,5372
2011,01,08,44,5,4017
2011,01,08,44,6,625
2011,01,08,45,1,2613
2011,01,08,45,2,5689
2011,01,08,45,3,5629
2011,01,08,45,4,4689
2011,01,08,45,5,2954
2011,01,08,45,6,492
2011,01,08,46,1,1698
2011,01,08,46,2,3775
2011,01,08,46,3,3377
2011,01,08,46,4,2698
2011,01,08,46,5,1441
2011,01,08,46,6,370
2011,01,08,47,1,253
2011,01,08,47,2,528
2011,01,08,47,3,562
2011,01,08,47,4,295
2011,01,08,47,5,108
2011,01,08,47,6,83
2011,01,08,48,1,1431
2011,01,08,48,2,3116
2011,01,08,48,3,3479
2011,01,08,48,4,2948
2011,01,08,48,5,1991
2011,01,08,48,6,347
2011,01,08,49,1,786
2011,01,08,49,2,1641
2011,01,08,49,3,1939
2011,01,08,49,4,1085
2011,01,08,49,5,601
2011,01,08,49,6,228
2011,01,08,50,1,2206
2011,01,08,50,2,3712
2011,01,08,50,3,4125
2011,01,08,50,4,2074
2011,01,08,50,5,874
2011,01,08,50,6,512
2011,01,08,51,1,1583
2011,01,08,51,2,2924
2011,01,08,51,3,3046
2011,01,08,51,4,1846
2011,01,08,51,5,907
2011,01,08,51,6,310
2011,01,08,52,1,3602
2011,01,08,52,2,5634
2011,01,08,52,3,6602
2011,01,08,52,4,4300
2011,01,08,52,5,2212
2011,01,08,52,6,644
2011,01,08,53,1,1083
2011,01,08,53,2,1933
2011,01,08,53,3,2004
2011,01,08,53,4,931
2011,01,08,53,5,339
2011,01,08,53,6,209
2011,01,08,54,1,329
2011,01,08,54,2,550
2011,01,08,54,3,531
2011,01,08,54,4,133
2011,01,08,54,5,35
2011,01,08,54,6,86
2011,01,08,55,1,1127
2011,01,08,55,2,3258
2011,01,08,55,3,2636
2011,01,08,55,4,1237
2011,01,08,55,5,449
2011,01,08,55,6,316
2011,01,08,56,1,126
2011,01,08,56,2,318
2011,01,08,56,3,320
2011,01,08,56,4,118
2011,01,08,56,5,55
2011,01,08,56,6,45
2011,01,09,57,1,1049
2011,01,09,57,2,2682
2011,01,09,57,3,2496
2011,01,09,57,4,1457
2011,01,09,57,5,627
2011,01,09,57,6,305
2011,01,09,58,1,271
2011,01,09,58,2,574
2011,01,09,58,3,631
2011,01,09,58,4,247
2011,01,09,58,5,53
2011,01,09,58,6,79
2011,01,09,59,1,1167
2011,01,09,59,2,3312
2011,01,09,59,3,3208
2011,01,09,59,4,2097
2011,01,09,59,5,1169
2011,01,09,59,6,322
2011,01,09,60,1,3309
2011,01,09,60,2,9425
2011,01,09,60,3,12013
2011,01,09,60,4,12706
2011,01,09,60,5,9634
2011,01,09,60,6,1375
2011,01,09,61,1,1742
2011,01,09,61,2,5299
2011,01,09,61,3,6530
2011,01,09,61,4,6448
2011,01,09,61,5,4777
2011,01,09,61,6,755
2011,01,09,62,1,901
2011,01,09,62,2,2525
2011,01,09,62,3,2852
2011,01,09,62,4,3144
2011,01,09,62,5,2416
2011,01,09,62,6,317
2011,01,09,63,1,1160
2011,01,09,63,2,3647
2011,01,09,63,3,4606
2011,01,09,63,4,4999
2011,01,09,63,5,3992
2011,01,09,63,6,543
2011,01,10,64,1,2067
2011,01,10,64,2,6220
2011,01,10,64,3,7682
2011,01,10,64,4,8819
2011,01,10,64,5,7993
2011,01,10,64,6,770
2011,01,10,65,1,1378
2011,01,10,65,2,4441
2011,01,10,65,3,5775
2011,01,10,65,4,6101
2011,01,10,65,5,5038
2011,01,10,65,6,675
2011,01,10,66,1,677
2011,01,10,66,2,2089
2011,01,10,66,3,2713
2011,01,10,66,4,2991
2011,01,10,66,5,3285
2011,01,10,66,6,298
2011,01,10,67,1,137
2011,01,10,67,2,491
2011,01,10,67,3,970
2011,01,10,67,4,1729
2011,01,10,67,5,3681
2011,01,10,67,6,272
2011,01,10,68,1,1881
2011,01,10,68,2,5165
2011,01,10,68,3,5936
2011,01,10,68,4,6620
2011,01,10,68,5,6614
2011,01,10,68,6,670
2011,01,10,69,1,559
2011,01,10,69,2,1309
2011,01,10,69,3,1824
2011,01,10,69,4,2424
2011,01,10,69,5,3427
2011,01,10,69,6,170
2011,01,10,70,1,2783
2011,01,10,70,2,6378
2011,01,10,70,3,5807
2011,01,10,70,4,3316
2011,01,10,70,5,1711
2011,01,10,70,6,677
2011,01,10,71,1,1328
2011,01,10,71,2,3521
2011,01,10,71,3,4366
2011,01,10,71,4,4003
2011,01,10,71,5,2995
2011,01,10,71,6,539
2011,01,10,72,1,2189
2011,01,10,72,2,5344
2011,01,10,72,3,6040
2011,01,10,72,4,5289
2011,01,10,72,5,3445
2011,01,10,72,6,562
2011,01,10,73,1,3283
2011,01,10,73,2,6142
2011,01,10,73,3,7225
2011,01,10,73,4,5241
2011,01,10,73,5,2715
2011,01,10,73,6,757
2012,01,01,01,1,3303
2012,01,01,01,2,13908
2012,01,01,01,3,8963
2012,01,01,01,4,7561
2012,01,01,01,5,8149
2012,01,01,01,6,793
2012,01,01,02,1,884
2012,01,01,02,2,3170
2012,01,01,02,3,2788
2012,01,01,02,4,3602
2012,01,01,02,5,4760
2012,01,01,02,6,145
2012,01,01,03,1,1477
2012,01,01,03,2,3305
2012,01,01,03,3,3516
2012,01,01,03,4,2763
2012,01,01,03,5,2793
2012,01,01,03,6,191
2012,01,01,04,1,1368
2012,01,01,04,2,3854
2012,01,01,04,3,3603
2012,01,01,04,4,4691
2012,01,01,04,5,6529
2012,01,01,04,6,287
2012,01,02,05,1,1124
2012,01,02,05,2,4361
2012,01,02,05,3,5438
2012,01,02,05,4,7861
2012,01,02,05,5,9291
2012,01,02,05,6,319
2012,01,02,06,1,2146
2012,01,02,06,2,7484
2012,01,02,06,3,9448
2012,01,02,06,4,12461
2012,01,02,06,5,14308
2012,01,02,06,6,489
2012,01,02,07,1,1010
2012,01,02,07,2,3633
2012,01,02,07,3,5358
2012,01,02,07,4,10574
2012,01,02,07,5,16803
2012,01,02,07,6,368
2012,01,02,08,1,1173
2012,01,02,08,2,4065
2012,01,02,08,3,5881
2012,01,02,08,4,10452
2012,01,02,08,5,15009
2012,01,02,08,6,340
2012,01,02,09,1,1841
2012,01,02,09,2,6849
2012,01,02,09,3,9325
2012,01,02,09,4,14463
2012,01,02,09,5,18258
2012,01,02,09,6,562
2012,01,02,10,1,1736
2012,01,02,10,2,5988
2012,01,02,10,3,6929
2012,01,02,10,4,9012
2012,01,02,10,5,10069
2012,01,02,10,6,370
2012,01,03,11,1,2713
2012,01,03,11,2,9400
2012,01,03,11,3,8406
2012,01,03,11,4,7788
2012,01,03,11,5,7242
2012,01,03,11,6,578
2012,01,03,12,1,158
2012,01,03,12,2,316
2012,01,03,12,3,286
2012,01,03,12,4,73
2012,01,03,12,5,5
2012,01,03,12,6,40
2012,01,03,13,1,2385
2012,01,03,13,2,6829
2012,01,03,13,3,7002
2012,01,03,13,4,5779
2012,01,03,13,5,3216
2012,01,03,13,6,548
2012,01,03,14,1,551
2012,01,03,14,2,1828
2012,01,03,14,3,2025
2012,01,03,14,4,2281
2012,01,03,14,5,2246
2012,01,03,14,6,90
2012,01,03,15,1,956
2012,01,03,15,2,3138
2012,01,03,15,3,3207
2012,01,03,15,4,3383
2012,01,03,15,5,3338
2012,01,03,15,6,191
2012,01,03,16,1,1090
2012,01,03,16,2,3597
2012,01,03,16,3,4085
2012,01,03,16,4,4171
2012,01,03,16,5,3127
2012,01,03,16,6,207
2012,01,03,17,1,1615
2012,01,03,17,2,5064
2012,01,03,17,3,5040
2012,01,03,17,4,5192
2012,01,03,17,5,4574
2012,01,03,17,6,269
2012,01,03,18,1,2275
2012,01,03,18,2,7482
2012,01,03,18,3,7888
2012,01,03,18,4,9173
2012,01,03,18,5,9512
2012,01,03,18,6,402
2012,01,04,19,1,1504
2012,01,04,19,2,5144
2012,01,04,19,3,7065
2012,01,04,19,4,11822
2012,01,04,19,5,15191
2012,01,04,19,6,372
2012,01,04,20,1,1005
2012,01,04,20,2,2991
2012,01,04,20,3,3840
2012,01,04,20,4,5754
2012,01,04,20,5,7050
2012,01,04,20,6,226
2012,01,04,21,1,90
2012,01,04,21,2,594
2012,01,04,21,3,1233
2012,01,04,21,4,2944
2012,01,04,21,5,4727
2012,01,04,21,6,213
2012,01,05,22,1,122
2012,01,05,22,2,349
2012,01,05,22,3,597
2012,01,05,22,4,1027
2012,01,05,22,5,1299
2012,01,05,22,6,51
2012,01,05,23,1,467
2012,01,05,23,2,1377
2012,01,05,23,3,2664
2012,01,05,23,4,5697
2012,01,05,23,5,9151
2012,01,05,23,6,320
2012,01,05,24,1,118
2012,01,05,24,2,619
2012,01,05,24,3,1467
2012,01,05,24,4,4125
2012,01,05,24,5,6342
2012,01,05,24,6,180
2012,01,05,25,1,374
2012,01,05,25,2,1730
2012,01,05,25,3,2854
2012,01,05,25,4,6542
2012,01,05,25,5,9475
2012,01,05,25,6,249
2012,01,05,26,1,594
2012,01,05,26,2,2437
2012,01,05,26,3,4947
2012,01,05,26,4,12172
2012,01,05,26,5,18383
2012,01,05,26,6,503
2012,01,05,27,1,450
2012,01,05,27,2,1777
2012,01,05,27,3,3563
2012,01,05,27,4,7407
2012,01,05,27,5,11097
2012,01,05,27,6,223
2012,01,06,28,1,542
2012,01,06,28,2,1571
2012,01,06,28,3,2542
2012,01,06,28,4,3852
2012,01,06,28,5,4677
2012,01,06,28,6,139
2012,01,06,29,1,374
2012,01,06,29,2,992
2012,01,06,29,3,1402
2012,01,06,29,4,1755
2012,01,06,29,5,1627
2012,01,06,29,6,56
2012,01,06,30,1,477
2012,01,06,30,2,1307
2012,01,06,30,3,2147
2012,01,06,30,4,3311
2012,01,06,30,5,4099
2012,01,06,30,6,152
2012,01,06,31,1,1957
2012,01,06,31,2,6511
2012,01,06,31,3,7891
2012,01,06,31,4,11864
2012,01,06,31,5,16753
2012,01,06,31,6,400
2012,01,06,32,1,1179
2012,01,06,32,2,4055
2012,01,06,32,3,5827
2012,01,06,32,4,8650
2012,01,06,32,5,10529
2012,01,06,32,6,281
2012,01,07,33,1,1373
2012,01,07,33,2,3783
2012,01,07,33,3,5034
2012,01,07,33,4,6328
2012,01,07,33,5,6094
2012,01,07,33,6,261
2012,01,07,34,1,655
2012,01,07,34,2,1502
2012,01,07,34,3,1920
2012,01,07,34,4,1944
2012,01,07,34,5,1689
2012,01,07,34,6,120
2012,01,07,35,1,1777
2012,01,07,35,2,5338
2012,01,07,35,3,7219
2012,01,07,35,4,8742
2012,01,07,35,5,7626
2012,01,07,35,6,321
2012,01,07,36,1,429
2012,01,07,36,2,1193
2012,01,07,36,3,1884
2012,01,07,36,4,2277
2012,01,07,36,5,2181
2012,01,07,36,6,62
2012,01,07,37,1,3906
2012,01,07,37,2,6328
2012,01,07,37,3,8400
2012,01,07,37,4,5505
2012,01,07,37,5,2777
2012,01,07,37,6,543
2012,01,07,38,1,1155
2012,01,07,38,2,2274
2012,01,07,38,3,2859
2012,01,07,38,4,2278
2012,01,07,38,5,1347
2012,01,07,38,6,162
2012,01,07,39,1,697
2012,01,07,39,2,1339
2012,01,07,39,3,1562
2012,01,07,39,4,1381
2012,01,07,39,5,958
2012,01,07,39,6,92
2012,01,07,40,1,461
2012,01,07,40,2,928
2012,01,07,40,3,998
2012,01,07,40,4,1068
2012,01,07,40,5,923
2012,01,07,40,6,44
2012,01,07,41,1,260
2012,01,07,41,2,859
2012,01,07,41,3,1041
2012,01,07,41,4,1223
2012,01,07,41,5,1311
2012,01,07,41,6,61
2012,01,07,42,1,14
2012,01,07,42,2,48
2012,01,07,42,3,58
2012,01,07,42,4,37
2012,01,07,42,5,22
2012,01,07,42,6,0
2012,01,07,43,1,2268
2012,01,07,43,2,5088
2012,01,07,43,3,5553
2012,01,07,43,4,5942
2012,01,07,43,5,4518
2012,01,07,43,6,267
2012,01,08,44,1,1806
2012,01,08,44,2,4682
2012,01,08,44,3,5684
2012,01,08,44,4,5667
2012,01,08,44,5,4163
2012,01,08,44,6,286
2012,01,08,45,1,2458
2012,01,08,45,2,5377
2012,01,08,45,3,5676
2012,01,08,45,4,4909
2012,01,08,45,5,3097
2012,01,08,45,6,230
2012,01,08,46,1,1606
2012,01,08,46,2,3722
2012,01,08,46,3,3494
2012,01,08,46,4,2855
2012,01,08,46,5,1536
2012,01,08,46,6,251
2012,01,08,47,1,230
2012,01,08,47,2,515
2012,01,08,47,3,568
2012,01,08,47,4,315
2012,01,08,47,5,109
2012,01,08,47,6,66
2012,01,08,48,1,1320
2012,01,08,48,2,3010
2012,01,08,48,3,3547
2012,01,08,48,4,3131
2012,01,08,48,5,2054
2012,01,08,48,6,167
2012,01,08,49,1,724
2012,01,08,49,2,1629
2012,01,08,49,3,1966
2012,01,08,49,4,1129
2012,01,08,49,5,647
2012,01,08,49,6,137
2012,01,08,50,1,2066
2012,01,08,50,2,3641
2012,01,08,50,3,4265
2012,01,08,50,4,2204
2012,01,08,50,5,921
2012,01,08,50,6,390
2012,01,08,51,1,1529
2012,01,08,51,2,2919
2012,01,08,51,3,3140
2012,01,08,51,4,1996
2012,01,08,51,5,960
2012,01,08,51,6,197
2012,01,08,52,1,3401
2012,01,08,52,2,5588
2012,01,08,52,3,6698
2012,01,08,52,4,4549
2012,01,08,52,5,2259
2012,01,08,52,6,350
2012,01,08,53,1,966
2012,01,08,53,2,1847
2012,01,08,53,3,2037
2012,01,08,53,4,995
2012,01,08,53,5,336
2012,01,08,53,6,194
2012,01,08,54,1,309
2012,01,08,54,2,543
2012,01,08,54,3,553
2012,01,08,54,4,157
2012,01,08,54,5,54
2012,01,08,54,6,74
2012,01,08,55,1,1063
2012,01,08,55,2,3163
2012,01,08,55,3,2712
2012,01,08,55,4,1280
2012,01,08,55,5,432
2012,01,08,55,6,226
2012,01,08,56,1,114
2012,01,08,56,2,315
2012,01,08,56,3,325
2012,01,08,56,4,129
2012,01,08,56,5,65
2012,01,08,56,6,38
2012,01,09,57,1,996
2012,01,09,57,2,2601
2012,01,09,57,3,2578
2012,01,09,57,4,1473
2012,01,09,57,5,669
2012,01,09,57,6,217
2012,01,09,58,1,254
2012,01,09,58,2,577
2012,01,09,58,3,641
2012,01,09,58,4,258
2012,01,09,58,5,62
2012,01,09,58,6,64
2012,01,09,59,1,1093
2012,01,09,59,2,3058
2012,01,09,59,3,3185
2012,01,09,59,4,2098
2012,01,09,59,5,1177
2012,01,09,59,6,240
2012,01,09,60,1,3055
2012,01,09,60,2,9266
2012,01,09,60,3,12099
2012,01,09,60,4,13467
2012,01,09,60,5,10143
2012,01,09,60,6,538
2012,01,09,61,1,1608
2012,01,09,61,2,5191
2012,01,09,61,3,6648
2012,01,09,61,4,6759
2012,01,09,61,5,4997
2012,01,09,61,6,318
2012,01,09,62,1,834
2012,01,09,62,2,2493
2012,01,09,62,3,2858
2012,01,09,62,4,3325
2012,01,09,62,5,2552
2012,01,09,62,6,169
2012,01,09,63,1,1081
2012,01,09,63,2,3604
2012,01,09,63,3,4693
2012,01,09,63,4,5306
2012,01,09,63,5,4169
2012,01,09,63,6,223
2012,01,10,64,1,1872
2012,01,10,64,2,6108
2012,01,10,64,3,7844
2012,01,10,64,4,9132
2012,01,10,64,5,8381
2012,01,10,64,6,372
2012,01,10,65,1,1263
2012,01,10,65,2,4400
2012,01,10,65,3,5915
2012,01,10,65,4,6375
2012,01,10,65,5,5229
2012,01,10,65,6,257
2012,01,10,66,1,618
2012,01,10,66,2,2065
2012,01,10,66,3,2730
2012,01,10,66,4,3208
2012,01,10,66,5,3562
2012,01,10,66,6,128
2012,01,10,67,1,106
2012,01,10,67,2,471
2012,01,10,67,3,1046
2012,01,10,67,4,1870
2012,01,10,67,5,3789
2012,01,10,67,6,73
2012,01,10,68,1,1732
2012,01,10,68,2,4970
2012,01,10,68,3,6030
2012,01,10,68,4,6992
2012,01,10,68,5,7121
2012,01,10,68,6,334
2012,01,10,69,1,532
2012,01,10,69,2,1308
2012,01,10,69,3,1869
2012,01,10,69,4,2588
2012,01,10,69,5,3685
2012,01,10,69,6,108
2012,01,10,70,1,2633
2012,01,10,70,2,6135
2012,01,10,70,3,5864
2012,01,10,70,4,3431
2012,01,10,70,5,1760
2012,01,10,70,6,481
2012,01,10,71,1,1255
2012,01,10,71,2,3450
2012,01,10,71,3,4463
2012,01,10,71,4,4316
2012,01,10,71,5,3244
2012,01,10,71,6,285
2012,01,10,72,1,2019
2012,01,10,72,2,5245
2012,01,10,72,3,6102
2012,01,10,72,4,5474
2012,01,10,72,5,3633
2012,01,10,72,6,303
2012,01,10,73,1,3088
2012,01,10,73,2,6166
2012,01,10,73,3,7366
2012,01,10,73,4,5548
2012,01,10,73,5,2890
2012,01,10,73,6,408
2013,01,01,01,1,2968
2013,01,01,01,2,13666
2013,01,01,01,3,8948
2013,01,01,01,4,7563
2013,01,01,01,5,8448
2013,01,01,01,6,798
2013,01,01,02,1,784
2013,01,01,02,2,2799
2013,01,01,02,3,2686
2013,01,01,02,4,3549
2013,01,01,02,5,4830
2013,01,01,02,6,125
2013,01,01,03,1,1360
2013,01,01,03,2,3172
2013,01,01,03,3,3503
2013,01,01,03,4,2743
2013,01,01,03,5,2909
2013,01,01,03,6,207
2013,01,01,04,1,1251
2013,01,01,04,2,3734
2013,01,01,04,3,3582
2013,01,01,04,4,4653
2013,01,01,04,5,6841
2013,01,01,04,6,303
2013,01,02,05,1,1007
2013,01,02,05,2,3956
2013,01,02,05,3,5270
2013,01,02,05,4,7763
2013,01,02,05,5,9475
2013,01,02,05,6,332
2013,01,02,06,1,1990
2013,01,02,06,2,7173
2013,01,02,06,3,9378
2013,01,02,06,4,12376
2013,01,02,06,5,14677
2013,01,02,06,6,480
2013,01,02,07,1,935
2013,01,02,07,2,3397
2013,01,02,07,3,5326
2013,01,02,07,4,10445
2013,01,02,07,5,17439
2013,01,02,07,6,364
2013,01,02,08,1,1077
2013,01,02,08,2,3859
2013,01,02,08,3,5755
2013,01,02,08,4,10355
2013,01,02,08,5,15575
2013,01,02,08,6,349
2013,01,02,09,1,1710
2013,01,02,09,2,6602
2013,01,02,09,3,9165
2013,01,02,09,4,14356
2013,01,02,09,5,18842
2013,01,02,09,6,592
2013,01,02,10,1,1612
2013,01,02,10,2,5729
2013,01,02,10,3,6865
2013,01,02,10,4,8971
2013,01,02,10,5,10499
2013,01,02,10,6,365
2013,01,03,11,1,2532
2013,01,03,11,2,9187
2013,01,03,11,3,8256
2013,01,03,11,4,7839
2013,01,03,11,5,7543
2013,01,03,11,6,573
2013,01,03,12,1,151
2013,01,03,12,2,319
2013,01,03,12,3,285
2013,01,03,12,4,83
2013,01,03,12,5,0
2013,01,03,12,6,42
2013,01,03,13,1,2274
2013,01,03,13,2,6638
2013,01,03,13,3,7004
2013,01,03,13,4,5805
2013,01,03,13,5,3301
2013,01,03,13,6,572
2013,01,03,14,1,523
2013,01,03,14,2,1780
2013,01,03,14,3,2002
2013,01,03,14,4,2285
2013,01,03,14,5,2368
2013,01,03,14,6,95
2013,01,03,15,1,869
2013,01,03,15,2,3052
2013,01,03,15,3,3154
2013,01,03,15,4,3431
2013,01,03,15,5,3420
2013,01,03,15,6,179
2013,01,03,16,1,1015
2013,01,03,16,2,3494
2013,01,03,16,3,4102
2013,01,03,16,4,4224
2013,01,03,16,5,3243
2013,01,03,16,6,208
2013,01,03,17,1,1522
2013,01,03,17,2,4839
2013,01,03,17,3,5016
2013,01,03,17,4,5177
2013,01,03,17,5,4677
2013,01,03,17,6,269
2013,01,03,18,1,2080
2013,01,03,18,2,6943
2013,01,03,18,3,7772
2013,01,03,18,4,9147
2013,01,03,18,5,9814
2013,01,03,18,6,414
2013,01,04,19,1,1367
2013,01,04,19,2,4788
2013,01,04,19,3,6945
2013,01,04,19,4,11604
2013,01,04,19,5,15400
2013,01,04,19,6,390
2013,01,04,20,1,955
2013,01,04,20,2,2897
2013,01,04,20,3,3794
2013,01,04,20,4,5683
2013,01,04,20,5,7142
2013,01,04,20,6,207
2013,01,04,21,1,79
2013,01,04,21,2,566
2013,01,04,21,3,1229
2013,01,04,21,4,2919
2013,01,04,21,5,4802
2013,01,04,21,6,229
2013,01,05,22,1,100
2013,01,05,22,2,312
2013,01,05,22,3,590
2013,01,05,22,4,1034
2013,01,05,22,5,1354
2013,01,05,22,6,55
2013,01,05,23,1,420
2013,01,05,23,2,1345
2013,01,05,23,3,2621
2013,01,05,23,4,5645
2013,01,05,23,5,9394
2013,01,05,23,6,346
2013,01,05,24,1,115
2013,01,05,24,2,594
2013,01,05,24,3,1464
2013,01,05,24,4,4085
2013,01,05,24,5,6513
2013,01,05,24,6,191
2013,01,05,25,1,297
2013,01,05,25,2,1435
2013,01,05,25,3,2786
2013,01,05,25,4,6496
2013,01,05,25,5,9634
2013,01,05,25,6,245
2013,01,05,26,1,516
2013,01,05,26,2,2312
2013,01,05,26,3,4899
2013,01,05,26,4,12067
2013,01,05,26,5,18792
2013,01,05,26,6,522
2013,01,05,27,1,426
2013,01,05,27,2,1641
2013,01,05,27,3,3473
2013,01,05,27,4,7359
2013,01,05,27,5,11254
2013,01,05,27,6,264
2013,01,06,28,1,502
2013,01,06,28,2,1549
2013,01,06,28,3,2480
2013,01,06,28,4,3788
2013,01,06,28,5,4770
2013,01,06,28,6,144
2013,01,06,29,1,351
2013,01,06,29,2,963
2013,01,06,29,3,1374
2013,01,06,29,4,1740
2013,01,06,29,5,1650
2013,01,06,29,6,65
2013,01,06,30,1,462
2013,01,06,30,2,1258
2013,01,06,30,3,2110
2013,01,06,30,4,3314
2013,01,06,30,5,4165
2013,01,06,30,6,152
2013,01,06,31,1,1813
2013,01,06,31,2,6095
2013,01,06,31,3,7586
2013,01,06,31,4,11635
2013,01,06,31,5,17276
2013,01,06,31,6,397
2013,01,06,32,1,1085
2013,01,06,32,2,3892
2013,01,06,32,3,5684
2013,01,06,32,4,8573
2013,01,06,32,5,10723
2013,01,06,32,6,294
2013,01,07,33,1,1299
2013,01,07,33,2,3599
2013,01,07,33,3,4980
2013,01,07,33,4,6287
2013,01,07,33,5,6215
2013,01,07,33,6,238
2013,01,07,34,1,622
2013,01,07,34,2,1436
2013,01,07,34,3,1878
2013,01,07,34,4,1938
2013,01,07,34,5,1744
2013,01,07,34,6,137
2013,01,07,35,1,1700
2013,01,07,35,2,5158
2013,01,07,35,3,7140
2013,01,07,35,4,8824
2013,01,07,35,5,7887
2013,01,07,35,6,324
2013,01,07,36,1,401
2013,01,07,36,2,1147
2013,01,07,36,3,1830
2013,01,07,36,4,2297
2013,01,07,36,5,2223
2013,01,07,36,6,65
2013,01,07,37,1,3737
2013,01,07,37,2,6210
2013,01,07,37,3,8445
2013,01,07,37,4,5564
2013,01,07,37,5,2810
2013,01,07,37,6,556
2013,01,07,38,1,1113
2013,01,07,38,2,2221
2013,01,07,38,3,2856
2013,01,07,38,4,2283
2013,01,07,38,5,1374
2013,01,07,38,6,164
2013,01,07,39,1,677
2013,01,07,39,2,1298
2013,01,07,39,3,1564
2013,01,07,39,4,1363
2013,01,07,39,5,980
2013,01,07,39,6,99
2013,01,07,40,1,438
2013,01,07,40,2,895
2013,01,07,40,3,995
2013,01,07,40,4,1054
2013,01,07,40,5,958
2013,01,07,40,6,40
2013,01,07,41,1,259
2013,01,07,41,2,841
2013,01,07,41,3,1033
2013,01,07,41,4,1220
2013,01,07,41,5,1288
2013,01,07,41,6,53
2013,01,07,42,1,8
2013,01,07,42,2,35
2013,01,07,42,3,65
2013,01,07,42,4,38
2013,01,07,42,5,13
2013,01,07,42,6,0
2013,01,07,43,1,2127
2013,01,07,43,2,4748
2013,01,07,43,3,5488
2013,01,07,43,4,5929
2013,01,07,43,5,4621
2013,01,07,43,6,265
2013,01,08,44,1,1741
2013,01,08,44,2,4540
2013,01,08,44,3,5672
2013,01,08,44,4,5728
2013,01,08,44,5,4337
2013,01,08,44,6,281
2013,01,08,45,1,2329
2013,01,08,45,2,5093
2013,01,08,45,3,5580
2013,01,08,45,4,4930
