Data_Referencia,Seccio_Censal,Poblacio
2011,7003,1329
2011,7004,1500
2011,7005,1439
2011,7006,987
2011,7007,1416
2011,7008,1394
2011,7009,1187
2011,7010,1305
2011,7011,1138
2011,7012,1562
2011,7013,1227
2011,7014,937
2011,7015,1397
2011,7016,1238
2011,7017,1636
2011,7018,1652
2011,7019,1477
2011,7020,1502
2011,7021,1002
2011,7022,1153
2011,7023,1268
2011,7024,1390
2011,7025,1419
2011,7026,1037
2011,7027,1923
2011,7028,1424
2011,7029,1317
2011,7030,1325
2011,7031,1472
2011,7032,1262
2011,7033,1405
2011,7034,1392
2011,7035,1700
2011,7036,1381
2011,7037,1432
2011,7038,1335
2011,7039,1534
2011,7040,1430
2011,7041,1367
2011,7042,1490
2011,7043,1354
2011,7044,1284
2011,7045,1443
2011,7046,1325
2011,7047,1356
2011,7048,1289
2011,7049,1203
2011,7050,1108
2011,7051,1698
2011,7052,1286
2011,7053,1454
2011,7054,1484
2011,7055,1169
2011,7056,1199
2011,7057,1424
2011,7058,1357
2011,7059,1302
2011,7060,1912
2011,7061,1251
2011,7062,1186
2011,7063,1485
2011,7064,1687
2011,7065,1760
2011,7066,1787
2011,7067,1511
2011,7068,1206
2011,7069,1413
2011,7070,1396
2011,7071,1352
2011,7072,1320
2011,7073,1104
2011,7074,1683
2011,7075,1187
2011,7076,1300
2011,7077,1355
2011,7078,1369
2011,7079,1432
2011,7080,1691
2011,7081,2062
2011,7082,1321
2011,7083,1282
2011,7084,1293
2011,7085,1360
2011,7086,1455
2011,7087,1596
2011,7088,1299
2011,7089,1323
2011,7090,1366
2011,7091,1194
2011,7092,1474
2011,7093,1526
2011,7094,1174
2011,7095,1558
2011,7096,1435
2011,7097,889
2011,7098,1759
2011,7099,1140
2011,7100,1172
2011,7101,1380
2011,7102,362
2011,7103,1445
2011,7104,1553
2011,7105,1069
2011,7106,1084
2011,7107,1197
2011,7108,1266
2011,7109,1689
2011,7110,1009
2011,7111,896
2011,7112,1186
2011,7113,1159
2011,7114,1126
2011,7115,1088
2011,7116,1536
2011,7117,2411
2011,7118,1172
2011,7119,1187
2011,7120,1257
2011,7121,1149
2011,7122,1236
2011,7123,1356
2011,8001,1312
2011,8002,1245
2011,8003,1234
2011,8004,1380
2011,8005,1163
2011,8006,1440
2011,8007,1210
2011,8008,1570
2011,8009,1639
2011,8010,1075
2011,8011,1151
2011,8012,1306
2011,8013,1151
2011,8014,1157
2011,8015,1400
2011,8016,1128
2011,8017,1290
2011,8018,1482
2011,8019,1732
2011,8020,1229
2011,8021,1448
2011,8022,1239
2011,8023,1343
2011,8024,1364
2011,8025,1157
2011,8026,1203
2011,8027,1258
2011,8028,1109
2011,8029,1420
2011,8030,1379
2011,8031,1266
2011,8032,1283
2011,8033,1426
2011,8034,1059
2011,8035,2620
2011,8036,1449
2011,8037,1475
2011,8038,1436
2011,8039,1504
2011,8040,1585
2011,8041,2497
2011,8042,1243
2011,8043,1018
2011,8044,1298
2011,8045,1691
2011,8046,1365
2011,8047,1575
2011,8048,1004
2011,8049,1185
2011,8050,1423
2011,8051,1257
2011,8052,881
2011,8053,1097
2011,8054,1713
2011,8055,1873
2011,8056,1485
2011,8057,1294
2011,8058,1661
2011,8059,1001
2011,8060,1253
2011,8061,1706
2011,8062,1265
2011,8063,1162
2011,8064,1756
2011,8065,1655
2011,8066,1729
2011,8067,1693
2011,8068,1765
2011,8069,1463
2011,8070,1481
2011,8071,1698
2011,8072,1199
2011,8073,1674
2011,8074,1447
2011,8075,1789
2011,8076,1510
2011,8077,1459
2011,8078,1497
2011,8079,1348
2011,8080,1475
2011,8081,1472
2011,8082,1620
2011,8083,1266
2011,8084,1167
2011,8085,1533
2011,8086,1719
2011,8087,1235
2011,8088,1266
2011,8089,1260
2011,8090,1199
2011,8091,1192
2011,8092,981
2011,8093,1231
2011,8094,1492
2011,8095,1078
2011,8096,1436
2011,8097,1364
2011,8098,1218
2011,8099,1348
2011,8100,1239
2011,8101,1713
2011,8102,1276
2011,8103,1553
2011,8104,1260
2011,8105,1524
2011,8106,1528
2011,8107,1773
2011,8108,1094
2011,8109,1042
2011,8110,2005
2011,8111,1654
2011,8112,1739
2011,8113,1753
2011,8114,1891
2011,8115,1728
2011,8116,1308
2011,8215,1322
2011,9001,2778
2011,9002,2319
2011,9003,2027
2011,9004,1748
2011,9005,1449
2011,9006,1155
2011,9007,1222
2011,9008,1703
2011,9009,1303
2011,9010,1556
2011,9011,2261
2011,9013,1940
2011,9014,2924
2011,9015,1777
2011,9016,1409
2011,9017,1454
2011,9018,1445
2011,9019,2279
2011,9020,1122
2011,9021,1371
2011,9022,1187
2011,9023,1157
2011,9024,1159
2011,9025,1129
2011,9026,1508
2011,9027,1328
2011,9028,1531
2011,9029,1184
2011,9030,1397
2011,9031,1107
2011,9032,1455
2011,9033,3010
2011,9034,1388
2011,9035,1533
2011,9036,1476
2011,9037,1388
2011,9038,1527
2011,9039,1549
2011,9040,1468
2011,9041,1403
2011,9042,1223
2011,9043,1337
2011,9044,1484
2011,9045,1375
2011,9046,1304
2011,9047,1473
2011,9048,1315
2011,9049,1331
2011,9050,1559
2011,9051,1205
2011,9052,1158
2011,9053,1388
2011,9054,1098
2011,9055,1694
2011,9056,1224
2011,9057,1582
2011,9058,1341
2011,9059,1329
2011,9060,1276
2011,9061,1676
2011,9062,1059
2011,9063,1188
2011,9064,1238
2011,9065,2062
2011,9066,1279
2011,9067,1320
2011,9068,1557
2011,9069,883
2011,9070,1854
2011,9071,1805
2011,9072,1452
2011,9073,1523
2011,9074,1593
2011,9075,1471
2011,9076,1356
2011,9077,1480
2011,9078,1449
2011,9079,1567
2011,9080,1363
2011,9081,1747
2011,9082,1823
2011,9083,1549
2011,9084,1622
2011,9085,1625
2011,9086,1401
2011,9087,1246
2011,9088,1772
2011,9089,1455
2011,9090,1583
2011,9091,1852
2011,9092,2003
2011,9093,1346
2011,9094,1982
2011,9095,2073
2011,9156,1276
2011,10001,1606
2011,10002,1692
2011,10003,1427
2011,10004,1371
2011,10005,1583
2011,10006,1712
2011,10007,1304
2011,10008,1701
2011,10009,1630
2011,10010,1690
2011,10011,1226
2011,10012,1820
2011,10013,1395
2011,10014,1390
2011,10015,1781
2011,10016,1248
2011,10017,1635
2011,10018,1374
2011,10019,1580
2011,10020,1475
2011,10021,1368
2011,10022,1289
2011,10023,1425
2011,10024,1466
2011,10025,1316
2011,10026,1478
2011,10027,1640
2011,10028,1777
2011,10029,1520
2011,10030,1712
2011,10031,1521
2011,10032,1433
2011,10033,945
2011,10034,1743
2011,10035,2037
2011,10036,1381
2011,10037,1045
2011,10038,1673
2011,10039,1702
2011,10040,1855
2011,10041,1549
2011,10042,1595
2011,10043,1681
2011,10044,1473
2011,10045,1196
2011,10046,1249
2011,10047,1737
2011,10048,1631
2011,10049,1316
2011,10050,1638
2011,10051,1542
2011,10052,2262
2011,10053,1825
2011,10054,953
2011,10055,2474
2011,10056,1733
2011,10057,1226
2011,10058,1037
2011,10059,1476
2011,10060,1597
2011,10061,1622
2011,10062,1469
2011,10063,1257
2011,10064,1558
2011,10065,1482
2011,10066,2007
2011,10067,1773
2011,10068,1489
2011,10069,1870
2011,10070,1685
2011,10071,1750
2011,10072,1975
2011,10073,1454
2011,10074,1696
2011,10075,1503
2011,10076,1211
2011,10077,1671
2011,10078,2056
2011,10079,1737
2011,10080,2102
2011,10081,1860
2011,10082,1983
2011,10083,2203
2011,10084,1567
2011,10085,2057
2011,10086,1877
2011,10087,1834
2011,10088,1575
2011,10089,2843
2011,10090,1374
2011,10091,1963
2011,10092,1560
2011,10093,1075
2011,10094,2335
2011,10095,1017
2011,10096,1530
2011,10097,1471
2011,10098,1863
2011,10099,1021
2011,10100,1525
2011,10101,1152
2011,10102,2555
2011,10103,2243
2011,10104,1736
2011,10105,2213
2011,10106,1012
2011,10107,1480
2011,10108,1407
2011,10109,1489
2011,10110,1595
2011,10111,1311
2011,10112,1567
2011,10113,1099
2011,10114,1368
2011,10115,1453
2011,10116,1883
2011,10117,1328
2011,10118,931
2011,10119,1096
2011,10120,1424
2011,10121,1544
2011,10122,1581
2011,10123,1387
2011,10124,1074
2011,10125,1119
2011,10126,1085
2011,10127,935
2011,10128,1668
2011,10129,1226
2011,10130,1174
2011,10131,1161
2011,10132,1189
2011,10133,1741
2011,10134,1523
2011,10135,1200
2011,10136,1391
2011,10137,1637
2011,10138,1530
2011,10139,1591
2011,10140,1560
2011,10141,1088
2011,10142,1584
2011,10143,1704
2011,10234,1982
2011,10235,1337
2011,10236,1636
2011,10237,831
2012,1001,1366
2012,1002,1572
2012,1003,3351
2012,1004,2857
2012,1005,2624
2012,1006,1858
2012,1007,2073
2012,1008,3391
2012,1009,2158
2012,1010,2452
2012,1011,3653
2012,1012,1927
2012,1013,1319
2012,1014,2022
2012,1015,2291
2012,1016,2318
2012,1017,2750
2012,1018,1510
2012,1019,2930
2012,1020,2133
2012,1021,2047
2012,1022,1200
2012,1023,2531
2012,1025,1261
2012,1026,2448
2012,1027,1553
2012,1028,2036
2012,1029,1353
2012,1030,2574
2012,1031,1698
2012,1032,1973
2012,1033,1097
2012,1034,1079
2012,1035,1341
2012,1036,1187
2012,1037,1359
2012,1038,1605
2012,1039,1384
2012,1040,1091
2012,1041,1536
2012,1042,1820
2012,1043,1170
2012,1044,1469
2012,1045,2056
2012,1046,1697
2012,1047,1828
2012,1048,2305
2012,1049,1401
2012,1050,1657
2012,1051,1863
2012,1052,2407
2012,1053,2048
2012,1054,1321
2012,1055,1221
2012,2001,1211
2012,2002,2635
2012,2003,1229
2012,2004,1514
2012,2005,2118
2012,2006,1630
2012,2007,1225
2012,2008,1830
2012,2009,1667
2012,2010,1179
2012,2011,1081
2012,2012,1538
2012,2013,1161
2012,2014,1306
2012,2015,1584
2012,2016,1862
2012,2017,1967
2012,2018,1820
2012,2019,1905
2012,2020,1463
2012,2021,1514
2012,2022,1214
2012,2023,1097
2012,2024,1144
2012,2025,1170
2012,2026,2070
2012,2027,2039
2012,2028,2111
2012,2029,1126
2012,2030,1252
2012,2031,1039
2012,2032,1259
2012,2033,1168
2012,2034,1148
2012,2035,1276
2012,2036,1217
2012,2037,1207
2012,2038,1590
2012,2039,1786
2012,2040,1655
2012,2041,1634
2012,2042,1674
2012,2043,1429
2012,2044,1229
2012,2045,1201
2012,2046,1832
2012,2047,1853
2012,2048,1229
2012,2049,2134
2012,2050,1628
2012,2051,2002
2012,2052,1816
2012,2053,1808
2012,2054,1900
2012,2055,1907
2012,2056,1442
2012,2057,1228
2012,2058,1370
2012,2059,1588
2012,2060,1636
2012,2061,1346
2012,2062,1576
2012,2063,1132
2012,2064,1400
2012,2065,1876
2012,2066,1869
2012,2067,1650
2012,2068,1694
2012,2069,1321
2012,2070,1318
2012,2071,1639
2012,2072,1156
2012,2073,1587
2012,2074,1104
2012,2075,1134
2012,2076,1631
2012,2077,1450
2012,2078,1444
2012,2079,1171
2012,2080,1432
2012,2081,2083
2012,2082,926
2012,2083,1585
2012,2084,2003
2012,2085,1439
2012,2086,1379
2012,2087,1410
2012,2088,1670
2012,2089,1863
2012,2090,1665
2012,2091,1806
2012,2092,1818
2012,2093,1529
2012,2094,1464
2012,2095,1545
2012,2096,1390
2012,2097,1076
2012,2098,1523
2012,2099,1433
2012,2100,1389
2012,2101,2120
2012,2102,1335
2012,2103,1790
2012,2104,1053
2012,2105,2131
2012,2106,1405
2012,2107,1604
2012,2108,1511
2012,2109,1889
2012,2110,1890
2012,2111,1782
2012,2112,1295
2012,2113,1816
2012,2114,1657
2012,2115,1389
2012,2116,1008
2012,2117,1166
2012,2118,1524
2012,2119,1271
2012,2120,1188
2012,2121,1234
2012,2122,997
2012,2123,1056
2012,2124,1118
2012,2125,1691
2012,2126,1519
2012,2127,1077
2012,2128,1312
2012,2129,1516
2012,2130,1071
2012,2131,1231
2012,2132,1202
2012,2133,822
2012,2134,1488
2012,2135,2078
2012,2136,879
2012,2137,1411
2012,2138,1843
2012,2139,1711
2012,2140,1897
2012,2141,1234
2012,2142,2005
2012,2143,1240
2012,2144,1450
2012,2145,1185
2012,2146,1149
2012,2147,2180
2012,2148,1614
2012,2149,1768
2012,2150,1460
2012,2151,1483
2012,2152,1265
2012,2153,1307
2012,2154,1017
2012,2155,1905
2012,2156,1248
2012,2157,1150
2012,2158,1676
2012,2159,1804
2012,2160,2015
2012,2161,1108
2012,2162,1330
2012,2163,1737
2012,2164,1397
2012,2165,1589
2012,2166,2081
2012,2167,2088
2012,2168,2155
2012,2169,1548
2012,2170,1634
2012,2171,1694
2012,2172,1611
2012,2173,1617
2012,3001,1724
2012,3002,2134
2012,3003,1692
2012,3004,1566
2012,3005,1176
2012,3006,1397
2012,3007,1705
2012,3008,1185
2012,3009,1233
2012,3010,1697
2012,3011,1922
2012,3012,2265
2012,3013,1940
2012,3014,1942
2012,3015,3169
2012,3016,1181
2012,3017,1886
2012,3018,1633
2012,3019,1489
2012,3020,1252
2012,3021,1114
2012,3022,1456
2012,3023,1901
2012,3024,2129
2012,3025,1118
2012,3026,1012
2012,3027,1688
2012,3028,2086
2012,3029,1256
2012,3030,1573
2012,3031,2489
2012,3032,1552
2012,3033,1466
2012,3034,1591
2012,3035,2342
2012,3036,2316
2012,3037,1082
2012,3038,1028
2012,3039,2439
2012,3040,1521
2012,3041,1290
2012,3042,1315
2012,3043,1658
2012,3044,1910
2012,3045,1007
2012,3046,1419
2012,3047,1787
2012,3048,1389
2012,3049,1636
2012,3050,1658
2012,3051,1884
2012,3052,1226
2012,3053,2087
2012,3054,1790
2012,3055,1533
2012,3056,829
2012,3057,1543
2012,3058,1270
2012,3059,1201
2012,3060,1340
2012,3061,1095
2012,3062,1622
2012,3063,1262
2012,3064,1229
2012,3065,1436
2012,3066,2316
2012,3067,1649
2012,3068,1186
2012,3069,1139
2012,3070,1310
2012,3071,1296
2012,3072,1459
2012,3073,1560
2012,3074,1809
2012,3075,1591
2012,3076,1006
2012,3077,1332
2012,3078,1696
2012,3079,1820
2012,3080,1578
2012,3081,2004
2012,3082,1799
2012,3083,1344
2012,3084,1508
2012,3085,1190
2012,3086,1271
2012,3087,1469
2012,3088,1420
2012,3089,1186
2012,3090,1077
2012,3091,1478
2012,3092,1253
2012,3093,1535
2012,3094,1117
2012,3095,1642
2012,3096,1592
2012,3097,1697
2012,3098,1397
2012,3099,1020
2012,3100,1224
2012,3101,2204
2012,3102,1354
2012,3103,1164
2012,3104,1413
2012,3105,1139
2012,3106,1259
2012,3107,1499
2012,3108,1594
2012,3109,1491
2012,3110,1421
2012,3111,1236
2012,3112,1856
2012,3113,1564
2012,3114,1448
2012,3211,1402
2012,3212,2400
2012,3213,2376
2012,4001,1200
2012,4002,1828
2012,4003,1040
2012,4004,976
2012,4005,1257
2012,4006,1142
2012,4007,1097
2012,4008,1025
2012,4009,1449
2012,4010,882
2012,4011,1676
2012,4012,1395
2012,4013,1214
2012,4014,731
2012,4015,1924
2012,4016,1110
2012,4017,1124
2012,4018,1497
2012,4019,1275
2012,4020,1419
2012,4021,1306
2012,4022,1504
2012,4023,1022
2012,4024,1012
2012,4025,1188
2012,4026,1297
2012,4027,1208
2012,4028,1307
2012,4029,1182
2012,4030,1743
2012,4031,2342
2012,4032,1566
2012,4033,1182
2012,4034,1448
2012,4035,1409
2012,4036,1722
2012,4037,2116
2012,4038,1277
2012,4039,1174
2012,4040,1524
2012,4041,1341
2012,4042,1718
2012,4043,1642
2012,4044,1658
2012,4045,1392
2012,4046,2425
2012,4047,1586
2012,4048,1495
2012,4049,1123
2012,4050,2042
2012,4051,1606
2012,4052,2108
2012,4053,1505
2012,4054,1052
2012,4055,1574
2012,4056,1757
2012,4084,1325
2012,5001,1485
2012,5002,1544
2012,5003,1304
2012,5004,1058
2012,5005,1096
2012,5006,1800
2012,5007,1497
2012,5008,1541
2012,5009,1684
2012,5010,1506
2012,5011,1416
2012,5012,1396
2012,5013,1668
2012,5014,1600
2012,5015,1535
2012,5016,1771
2012,5017,1571
2012,5018,1220
2012,5019,1645
2012,5020,1035
2012,5021,1256
2012,5022,1681
2012,5023,1408
2012,5024,1857
2012,5025,1268
2012,5026,1344
2012,5027,1324
2012,5028,1456
2012,5029,1665
2012,5030,1389
2012,5031,1568
2012,5032,1585
2012,5033,1289
2012,5034,1136
2012,5035,1067
2012,5036,1668
2012,5037,1357
2012,5038,1260
2012,5039,1541
2012,5040,1346
2012,5041,2277
2012,5042,1219
2012,5043,1387
2012,5044,1259
2012,5045,1509
2012,5046,1143
2012,5047,1258
2012,5048,1221
2012,5049,1593
2012,5050,1541
2012,5051,1558
2012,5052,1433
2012,5053,1485
2012,5054,1099
2012,5055,1441
2012,5056,1219
2012,5057,1704
2012,5058,1516
2012,5059,1536
2012,5060,1089
2012,5061,1461
2012,5062,1591
2012,5063,1551
2012,5064,1594
2012,5065,1542
2012,5066,1221
2012,5067,1284
2012,5068,1451
2012,5069,1673
2012,5070,1403
2012,5071,1559
2012,5072,1596
2012,5073,1578
2012,5074,1562
2012,5075,1638
2012,5076,1342
2012,5077,1374
2012,5078,2002
2012,5079,1158
2012,5080,1325
2012,5081,1510
2012,5082,1579
2012,5083,1254
2012,5084,1346
2012,5085,1248
2012,5086,1235
2012,5087,1529
2012,5088,1711
2012,5089,1623
2012,5090,1815
2012,5091,1505
2012,5092,1537
2012,5093,1054
2012,5094,2494
2012,5095,1616
2012,5096,1051
2012,5097,1566
2012,5098,1507
2012,6001,1123
2012,6002,1459
2012,6003,2193
2012,6004,1474
2012,6006,955
2012,6007,1722
2012,6008,1850
2012,6009,1221
2012,6010,960
2012,6011,1245
2012,6012,1062
2012,6013,1657
2012,6014,1307
2012,6015,1350
2012,6016,1617
2012,6017,1262
2012,6018,1240
2012,6019,1479
2012,6020,1136
2012,6021,1329
2012,6022,1342
2012,6023,1321
2012,6024,1602
2012,6025,1349
2012,6026,928
2012,6027,1202
2012,6028,1341
2012,6029,1218
2012,6030,1340
2012,6031,1112
2012,6032,1119
2012,6033,1294
2012,6034,1254
2012,6035,949
2012,6036,1268
2012,6037,1082
2012,6038,1380
2012,6039,1665
2012,6040,1606
2012,6041,1586
2012,6042,1592
2012,6043,1217
2012,6044,1417
2012,6045,1258
2012,6046,1053
2012,6047,2165
2012,6048,1367
2012,6049,1056
2012,6050,1180
2012,6051,1312
2012,6052,1558
2012,6053,1461
2012,6054,1658
2012,6055,1379
2012,6056,1650
2012,6057,1492
2012,6058,1705
2012,6059,1521
2012,6060,1865
2012,6061,1308
2012,6062,1286
2012,6063,1530
2012,6064,1892
2012,6065,1118
2012,6066,1006
2012,6067,1829
2012,6068,1522
2012,6069,1155
2012,6070,1937
2012,6071,1063
2012,6072,1596
2012,6073,1399
2012,6074,1038
2012,6075,1045
2012,6076,1276
2012,6077,1326
2012,6078,1230
2012,6079,1077
2012,6080,1164
2012,6081,1277
2012,6082,1744
2012,6083,1724
2012,6084,1489
2012,6085,1211
2012,6086,897
2012,6087,1895
2012,6088,1222
2012,7001,1662
2012,7002,1116
2012,7003,1328
2012,7004,1439
2012,7005,1485
2012,7006,991
2012,7007,1410
2012,7008,1450
2012,7009,1172
2012,7010,1348
2012,7011,1102
2012,7012,1554
2012,7013,1236
2012,7014,937
2012,7015,1370
2012,7016,1256
2012,7017,1583
2012,7018,1620
2012,7019,1488
2012,7020,1488
2012,7021,1007
2012,7022,1141
2012,7023,1283
2012,7024,1468
2012,7025,1414
2012,7026,1044
2012,7027,1966
2012,7028,1385
2012,7029,1291
2012,7030,1282
2012,7031,1511
2012,7032,1229
2012,7033,1385
2012,7034,1394
2012,7035,1708
2012,7036,1355
2012,7037,1390
2012,7038,1323
2012,7039,1524
2012,7040,1478
2012,7041,1391
2012,7042,1533
2012,7043,1348
2012,7044,1305
2012,7045,1453
2012,7046,1329
2012,7047,1370
2012,7048,1273
2012,7049,1202
2012,7050,1089
2012,7051,1708
2012,7052,1294
2012,7053,1469
2012,7054,1502
2012,7055,1153
2012,7056,1197
2012,7057,1440
2012,7058,1362
2012,7059,1302
2012,7060,1888
2012,7061,1273
2012,7062,1215
2012,7063,1472
2012,7064,1661
2012,7065,1715
2012,7066,1770
2012,7067,1506
2012,7068,1174
2012,7069,1433
2012,7070,1370
2012,7071,1399
2012,7072,1325
2012,7073,1075
2012,7074,1681
2012,7075,1182
2012,7076,1283
2012,7077,1359
2012,7078,1390
2012,7079,1411
2012,7080,1700
2012,7081,2027
2012,7082,1292
2012,7083,1266
2012,7084,1314
2012,7085,1363
2012,7086,1479
2012,7087,1623
2012,7088,1286
2012,7089,1342
2012,7090,1382
2012,7091,1191
2012,7092,1433
2012,7093,1515
2012,7094,1161
2012,7095,1523
2012,7096,1444
2012,7097,903
2012,7098,1759
2012,7099,1100
2012,7100,1193
2012,7101,1423
2012,7102,353
2012,7103,1449
2012,7104,1574
2012,7105,1069
2012,7106,1102
2012,7107,1205
2012,7108,1236
2012,7109,1671
2012,7110,1014
2012,7111,857
2012,7112,1234
2012,7113,1173
2012,7114,1128
2012,7115,1082
2012,7116,1521
2012,7117,1927
2012,7118,1173
2012,7119,1170
2012,7120,1255
2012,7121,1113
2012,7122,1270
2012,7123,1323
2012,8001,1285
2012,8002,1272
2012,8003,1229
2012,8004,1358
2012,8005,1140
2012,8006,1451
2012,8007,1232
2012,8008,1580
2012,8009,1689
2012,8010,1083
2012,8011,1165
2012,8012,1316
2012,8013,1151
2012,8014,1140
2012,8015,1385
2012,8016,1119
2012,8017,1341
2012,8018,1506
2012,8019,1714
2012,8020,1216
2012,8021,1488
2012,8022,1237
2012,8023,1361
2012,8024,1380
2012,8025,1197
2012,8026,1213
2012,8027,1258
2012,8028,1112
2012,8029,1438
2012,8030,1396
2012,8031,1265
2012,8032,1281
2012,8033,1403
2012,8034,1062
2012,8035,2114
2012,8036,1501
2012,8037,1535
2012,8038,1432
2012,8039,1486
2012,8040,1660
2012,8041,2457
2012,8042,1263
2012,8043,1090
2012,8044,1314
2012,8045,1714
2012,8046,1412
2012,8047,1563
2012,8048,1013
2012,8049,1189
2012,8050,1405
2012,8051,1276
2012,8052,843
2012,8053,1100
2012,8054,1695
2012,8055,1850
2012,8056,1497
2012,8057,1303
2012,8058,1642
2012,8059,989
2012,8060,1220
2012,8061,1712
2012,8062,1254
2012,8063,1169
2012,8064,1746
2012,8065,1720
2012,8066,1671
2012,8067,1649
2012,8068,1764
2012,8069,1464
2012,8070,1516
2012,8071,1706
2012,8072,1170
2012,8073,1695
2012,8074,1482
2012,8075,1823
2012,8076,1543
2012,8077,1454
2012,8078,1527
2012,8079,1433
2012,8080,1456
2012,8081,1483
2012,8082,1610
2012,8083,1268
2012,8084,1170
2012,8085,1536
2012,8086,1661
2012,8087,1233
2012,8088,1264
2012,8089,1245
2012,8090,1184
2012,8091,1188
2012,8092,978
2012,8093,1213
2012,8094,1485
2012,8095,1064
2012,8096,1468
2012,8097,1386
2012,8098,1199
2012,8099,1390
2012,8100,1192
2012,8101,1714
2012,8102,1259
2012,8103,1536
2012,8104,1243
2012,8105,1548
2012,8106,1376
2012,8107,1844
2012,8108,1099
2012,8109,1031
2012,8110,1927
2012,8111,1635
2012,8112,1731
2012,8113,1735
2012,8114,1876
2012,8115,1722
2012,8116,1305
2012,8215,1332
2012,9001,2797
2012,9002,2286
2012,9003,2048
2012,9004,1733
2012,9005,1441
2012,9006,1169
2012,9007,1199
2012,9008,1776
2012,9009,1361
2012,9010,1750
2012,9011,2015
2012,9013,1931
2012,9014,2421
2012,9015,1795
2012,9016,1397
2012,9017,1455
2012,9018,1449
2012,9019,2296
2012,9020,1129
2012,9021,1387
2012,9022,1190
2012,9023,1156
2012,9024,1149
2012,9025,1140
2012,9026,1525
2012,9027,1349
2012,9028,1558
2012,9029,1159
2012,9030,1408
2012,9031,1154
2012,9032,1456
2012,9033,3053
2012,9034,1401
2012,9035,1532
2012,9036,1476
2012,9037,1376
2012,9038,1580
2012,9039,1545
2012,9040,1467
2012,9041,1393
2012,9042,1257
2012,9043,1331
2012,9044,1438
2012,9045,1348
2012,9046,1260
2012,9047,1477
2012,9048,1334
2012,9049,1279
2012,9050,1562
2012,9051,1187
2012,9052,1171
2012,9053,1480
2012,9054,1095
2012,9055,1829
2012,9056,1214
2012,9057,1535
2012,9058,1332
2012,9059,1321
2012,9060,1300
2012,9061,1645
2012,9062,1065
2012,9063,1197
2012,9064,1225
2012,9065,2039
2012,9066,1275
2012,9067,1366
2012,9068,1544
2012,9069,901
2012,9070,1801
2012,9071,1793
2012,9072,1467
2012,9073,1543
2012,9074,1584
2012,9075,1473
2012,9076,1380
2012,9077,1492
2012,9078,1464
2012,9079,1573
2012,9080,1396
2012,9081,1747
2012,9082,1862
2012,9083,1566
2012,9084,1714
2012,9085,1657
2012,9086,1398
2012,9087,1240
2012,9088,1749
2012,9089,1445
2012,9090,1597
2012,9091,1906
2012,9092,1997
2012,9093,1370
2012,9094,1999
2012,9095,2065
2012,9156,1212
2012,10001,1626
2012,10002,1725
2012,10003,1425
2012,10004,1355
2012,10005,1583
2012,10006,1729
2012,10007,1298
2012,10008,1713
2012,10009,1612
2012,10010,1730
2012,10011,1188
2012,10012,1816
2012,10013,1404
2012,10014,1400
2012,10015,1826
2012,10016,1240
2012,10017,1655
2012,10018,1376
2012,10019,1593
2012,10020,1473
2012,10021,1380
2012,10022,1289
2012,10023,1480
2012,10024,1460
2012,10025,1351
2012,10026,1483
2012,10027,1627
2012,10028,1761
2012,10029,1492
2012,10030,1731
2012,10031,1525
2012,10032,1416
2012,10033,904
2012,10034,1720
2012,10035,2028
2012,10036,1374
2012,10037,1053
2012,10038,1622
2012,10039,1757
2012,10040,1859
2012,10041,1584
2012,10042,1771
2012,10043,1765
2012,10044,1466
2012,10045,1236
2012,10046,1245
2012,10047,1756
2012,10048,1657
2012,10049,1315
2012,10050,1640
2012,10051,1548
2012,10052,2235
2012,10053,1817
2012,10054,945
2012,10055,2513
2012,10056,1779
2012,10057,1265
2012,10058,1022
2012,10059,1532
2012,10060,1639
2012,10061,1652
2012,10062,1497
2012,10063,1227
2012,10064,1604
2012,10065,1546
2012,10066,1983
2012,10067,1849
2012,10068,1508
2012,10069,1963
2012,10070,1617
2012,10071,1749
2012,10072,1995
2012,10073,1471
2012,10074,1724
2012,10075,1467
2012,10076,1440
2012,10077,1718
2012,10078,2128
2012,10079,1771
2012,10080,2259
2012,10081,1857
2012,10082,2073
2012,10083,2295
2012,10084,1560
2012,10085,2102
2012,10086,1887
2012,10087,1791
2012,10088,1556
2012,10089,2409
2012,10090,1376
2012,10091,1973
2012,10092,1562
2012,10093,1074
2012,10094,2519
2012,10095,1067
2012,10096,1545
2012,10097,1506
2012,10098,1843
2012,10099,1027
2012,10100,1530
2012,10101,1178
2012,10102,2598
2012,10103,2228
2012,10104,1736
2012,10105,2193
2012,10106,982
2012,10107,1506
2012,10108,1402
2012,10109,1504
2012,10110,1617
2012,10111,1304
2012,10112,1563
2012,10113,1117
2012,10114,1384
2012,10115,1411
2012,10116,1851
2012,10117,1328
2012,10118,959
2012,10119,1085
2012,10120,1408
2012,10121,1551
2012,10122,1585
2012,10123,1389
2012,10124,1068
2012,10125,1153
2012,10126,1068
2012,10127,958
2012,10128,1688
2012,10129,1238
2012,10130,1194
2012,10131,1143
2012,10132,1242
2012,10133,1703
2012,10134,1505
2012,10135,1192
2012,10136,1406
2012,10137,1644
2012,10138,1608
2012,10139,1599
2012,10140,1615
2012,10141,1101
2012,10142,1581
2012,10143,1727
2012,10234,1976
2012,10235,1341
2012,10236,1651
2012,10237,812
2013,1001,1324
2013,1002,1551
2013,1003,3359
2013,1004,2885
2013,1005,2558
2013,1006,1741
2013,1007,2032
2013,1008,3610
2013,1009,2264
